|W| [unimplemented_impl]: Unimplemented sceAppMgrIsNonGameProgram import called.
[05:10:21.808] |E| [stat_file]: Missing file at D:/Emulateurs/Vita3K/psvita/ux0/app/PCSB00530/Media/Resources/unity default resources.resS (target path: app0:/Media/Resources/unity default resources.resS)
[05:10:21.809] |W| [io_error_impl]: stat_file (_sceIoGetstat) returned 0x80010002
[05:10:22.640] |I| [renderer::vulkan::PipelineCache::retrieve_shader]: Generating vulkan spv shader 94078fd390e50cf21eeaf499cc88a29991b411d6f7e0786346108ad2998b8b7c
[05:10:22.641] |I| [renderer::load_shader_generic]: Generating vert.spv.txt shader 94078fd390e50cf21eeaf499cc88a29991b411d6f7e0786346108ad2998b8b7c
[05:10:22.643] |D| [shader::create_parameters]: [BUFFER0  + 0] pa0 = (float4) v_vertex
[05:10:22.643] |D| [shader::create_parameters]: [BUFFER0  + 4] pa4 = (float4) v_texcoord
[05:10:22.644] |D| [shader::create_parameters]: [DEFAULT  + 0] sa0 = (float4) glstate_matrix_mvp[4]
[05:10:22.645] |D| [shader::create_parameters]: [DEFAULT  + 16] sa16 = (float4) glstate_matrix_texture0[4]
[05:10:22.655] |I| [renderer::vulkan::PipelineCache::retrieve_shader]: Generating vulkan spv shader 4645fe6e02f22c1f8bedeb341d9526653aaff3f86c0397fc3feae78330d19e61
[05:10:22.656] |I| [renderer::load_shader_generic]: Generating frag.spv.txt shader 4645fe6e02f22c1f8bedeb341d9526653aaff3f86c0397fc3feae78330d19e61
[05:10:22.658] |D| [shader::create_parameters]: [DEFAULT  + 0] sa0 = (float4) _Color
[05:10:22.681] |I| [renderer::vulkan::PipelineCache::retrieve_shader]: Generating vulkan spv shader bf8cc1c229b111f42164b1b12302b86f90f8b6d6fe26b4d96a3e592229d072aa
[05:10:22.682] |I| [renderer::load_shader_generic]: Generating vert.spv.txt shader bf8cc1c229b111f42164b1b12302b86f90f8b6d6fe26b4d96a3e592229d072aa
[05:10:22.684] |D| [shader::create_parameters]: [BUFFER0  + 0] pa0 = (float4) v_vertex
[05:10:22.684] |D| [shader::create_parameters]: [BUFFER0  + 4] pa4 = (float4) v_normal
[05:10:22.685] |D| [shader::create_parameters]: [BUFFER0  + 8] pa8 = (float4) v_texcoord
[05:10:22.685] |D| [shader::create_parameters]: [DEFAULT  + 32] sa32 = (float4) unity_SHAr
[05:10:22.686] |D| [shader::create_parameters]: [DEFAULT  + 36] sa36 = (float4) unity_SHAg
[05:10:22.687] |D| [shader::create_parameters]: [DEFAULT  + 40] sa40 = (float4) unity_SHAb
[05:10:22.687] |D| [shader::create_parameters]: [DEFAULT  + 44] sa44 = (float4) unity_SHBr
[05:10:22.688] |D| [shader::create_parameters]: [DEFAULT  + 48] sa48 = (float4) unity_SHBg
[05:10:22.688] |D| [shader::create_parameters]: [DEFAULT  + 52] sa52 = (float4) unity_SHBb
[05:10:22.689] |D| [shader::create_parameters]: [DEFAULT  + 56] sa56 = (float4) unity_SHC
[05:10:22.689] |D| [shader::create_parameters]: [DEFAULT  + 0] sa0 = (float4) glstate_matrix_mvp[4]
[05:10:22.690] |D| [shader::create_parameters]: [DEFAULT  + 16] sa16 = (float4) _Object2World[4]
[05:10:22.695] |D| [shader::create_parameters]: [DEFAULT  + 60] sa60 = (float4) unity_Scale
[05:10:22.695] |D| [shader::create_parameters]: [DEFAULT  + 64] sa64 = (float4) _MainTex_ST
[05:10:22.720] |I| [renderer::vulkan::PipelineCache::retrieve_shader]: Generating vulkan spv shader 239d7c4d1178fa7a5499201b030b8411ddde6d32f10b8da85831c8a28836698d
[05:10:22.720] |I| [renderer::load_shader_generic]: Generating frag.spv.txt shader 239d7c4d1178fa7a5499201b030b8411ddde6d32f10b8da85831c8a28836698d
[05:10:22.722] |D| [shader::create_parameters]: [DEFAULT  + 0] sa0 = (half4) _WorldSpaceLightPos0
[05:10:22.722] |D| [shader::create_parameters]: [DEFAULT  + 2] sa2 = (half4) _LightColor0
[05:10:22.725] |D| [shader::create_parameters]: [DEFAULT  + 4] sa4 = (half4) _Color
[05:10:22.726] |D| [shader::create_fragment_inputs]: Iterator: pa0 = (half4) v_TexCoord1
[05:10:22.727] |D| [shader::create_fragment_inputs]: Iterator: pa4 = (half4) v_TexCoord2
[05:10:22.754] |I| [renderer::vulkan::PipelineCache::retrieve_shader]: Generating vulkan spv shader 2e976e06ca9368e2b2457453b2192fdfdc5bfa3b18240acff75eafb3ddbd4f44
[05:10:22.755] |I| [renderer::load_shader_generic]: Generating vert.spv.txt shader 2e976e06ca9368e2b2457453b2192fdfdc5bfa3b18240acff75eafb3ddbd4f44
[05:10:22.758] |D| [shader::create_parameters]: [BUFFER0  + 0] pa0 = (float4) v_vertex
[05:10:22.758] |D| [shader::create_parameters]: [BUFFER0  + 4] pa4 = (float4) v_normal
[05:10:22.758] |D| [shader::create_parameters]: [BUFFER0  + 8] pa8 = (float4) v_texcoord
[05:10:22.759] |D| [shader::create_parameters]: [DEFAULT  + 48] sa48 = (float3) _WorldSpaceCameraPos
[05:10:22.759] |D| [shader::create_parameters]: [DEFAULT  + 52] sa52 = (float4) unity_SHAr
[05:10:22.760] |D| [shader::create_parameters]: [DEFAULT  + 56] sa56 = (float4) unity_SHAg
[05:10:22.761] |D| [shader::create_parameters]: [DEFAULT  + 60] sa60 = (float4) unity_SHAb
[05:10:22.761] |D| [shader::create_parameters]: [DEFAULT  + 64] sa64 = (float4) unity_SHBr
[05:10:22.762] |D| [shader::create_parameters]: [DEFAULT  + 68] sa68 = (float4) unity_SHBg
[05:10:22.762] |D| [shader::create_parameters]: [DEFAULT  + 72] sa72 = (float4) unity_SHBb
[05:10:22.763] |D| [shader::create_parameters]: [DEFAULT  + 76] sa76 = (float4) unity_SHC
[05:10:22.764] |D| [shader::create_parameters]: [DEFAULT  + 0] sa0 = (float4) glstate_matrix_mvp[4]
[05:10:22.764] |D| [shader::create_parameters]: [DEFAULT  + 16] sa16 = (float4) _Object2World[4]
[05:10:22.765] |D| [shader::create_parameters]: [DEFAULT  + 32] sa32 = (float4) _World2Object[4]
[05:10:22.766] |D| [shader::create_parameters]: [DEFAULT  + 80] sa80 = (float4) unity_Scale
[05:10:22.766] |D| [shader::create_parameters]: [DEFAULT  + 84] sa84 = (float1) _RimPower
[05:10:22.767] |D| [shader::create_parameters]: [DEFAULT  + 86] sa86 = (half4) _RimColor
[05:10:22.767] |D| [shader::create_parameters]: [DEFAULT  + 88] sa88 = (float4) _MainTex_ST
[05:10:22.816] |I| [renderer::vulkan::PipelineCache::retrieve_shader]: Generating vulkan spv shader 2c99c5e70e393eda6e2a405f97b05c1fc1a750b4e4228f1832028ced86631e6b
[05:10:22.817] |I| [renderer::load_shader_generic]: Generating frag.spv.txt shader 2c99c5e70e393eda6e2a405f97b05c1fc1a750b4e4228f1832028ced86631e6b
[05:10:22.822] |D| [shader::create_parameters]: [DEFAULT  + 0] sa0 = (half4) _WorldSpaceLightPos0
[05:10:22.822] |D| [shader::create_parameters]: [DEFAULT  + 2] sa2 = (half4) _LightColor0
[05:10:22.823] |D| [shader::create_parameters]: [DEFAULT  + 4] sa4 = (half4) _Color
[05:10:22.823] |D| [shader::create_parameters]: [DEFAULT  + 6] sa6 = (half4) _SColor
[05:10:22.824] |D| [shader::create_fragment_inputs]: Iterator: pa0 = (half4) v_TexCoord1
[05:10:22.825] |D| [shader::create_fragment_inputs]: Iterator: pa4 = (half4) v_TexCoord2
[05:10:22.825] |D| [shader::create_fragment_inputs]: Iterator: pa6 = (half4) v_TexCoord3
[05:10:22.870] |I| [renderer::vulkan::PipelineCache::retrieve_shader]: Generating vulkan spv shader 71f895fc2bb7eaff668152e01f02b3f456b6976ae8a09054bf50af2d1b5f0146
[05:10:22.871] |I| [renderer::load_shader_generic]: Generating vert.spv.txt shader 71f895fc2bb7eaff668152e01f02b3f456b6976ae8a09054bf50af2d1b5f0146
[05:10:22.873] |D| [shader::create_parameters]: [BUFFER0  + 0] pa0 = (float4) v_vertex
[05:10:22.873] |D| [shader::create_parameters]: [BUFFER0  + 4] pa4 = (float4) v_texcoord
[05:10:22.874] |D| [shader::create_parameters]: [DEFAULT  + 0] sa0 = (float4) glstate_matrix_mvp[4]
[05:10:22.875] |D| [shader::create_parameters]: [DEFAULT  + 16] sa16 = (float4) _MainTex_ST
[05:10:22.886] |I| [renderer::vulkan::PipelineCache::retrieve_shader]: Generating vulkan spv shader e5dac0ebf2f5ff6834111c53b756f871f8247f9153e7defebde7b120c6fe9dce
[05:10:22.887] |I| [renderer::load_shader_generic]: Generating frag.spv.txt shader e5dac0ebf2f5ff6834111c53b756f871f8247f9153e7defebde7b120c6fe9dce
[05:10:22.901] |I| [renderer::vulkan::PipelineCache::retrieve_shader]: Generating vulkan spv shader 1453290bb6c8d5bc62bf4e3e77a8daead9dbbe488ac20d1038b9a79dc3b71ced
[05:10:22.902] |I| [renderer::load_shader_generic]: Generating vert.spv.txt shader 1453290bb6c8d5bc62bf4e3e77a8daead9dbbe488ac20d1038b9a79dc3b71ced
[05:10:22.904] |D| [shader::create_parameters]: [BUFFER0  + 0] pa0 = (float4) v_vertex
[05:10:22.905] |D| [shader::create_parameters]: [BUFFER0  + 4] pa4 = (float4) v_normal
[05:10:22.905] |D| [shader::create_parameters]: [BUFFER0  + 8] pa8 = (float4) v_texcoord
[05:10:22.906] |D| [shader::create_parameters]: [DEFAULT  + 32] sa32 = (float4) unity_SHAr
[05:10:22.906] |D| [shader::create_parameters]: [DEFAULT  + 36] sa36 = (float4) unity_SHAg
[05:10:22.907] |D| [shader::create_parameters]: [DEFAULT  + 40] sa40 = (float4) unity_SHAb
[05:10:22.908] |D| [shader::create_parameters]: [DEFAULT  + 44] sa44 = (float4) unity_SHBr
[05:10:22.909] |D| [shader::create_parameters]: [DEFAULT  + 48] sa48 = (float4) unity_SHBg
[05:10:22.909] |D| [shader::create_parameters]: [DEFAULT  + 52] sa52 = (float4) unity_SHBb
[05:10:22.910] |D| [shader::create_parameters]: [DEFAULT  + 56] sa56 = (float4) unity_SHC
[05:10:22.913] |D| [shader::create_parameters]: [DEFAULT  + 0] sa0 = (float4) glstate_matrix_mvp[4]
[05:10:22.914] |D| [shader::create_parameters]: [DEFAULT  + 16] sa16 = (float4) _Object2World[4]
[05:10:22.914] |D| [shader::create_parameters]: [DEFAULT  + 60] sa60 = (float4) unity_Scale
[05:10:22.915] |D| [shader::create_parameters]: [DEFAULT  + 64] sa64 = (float4) _MainTex_ST
[05:10:22.940] |I| [renderer::vulkan::PipelineCache::retrieve_shader]: Generating vulkan spv shader 55095d18c7e82d4ccc409eca9e6bb107eacba6427ddc7daab89ea15db465e14b
[05:10:22.943] |I| [renderer::load_shader_generic]: Generating frag.spv.txt shader 55095d18c7e82d4ccc409eca9e6bb107eacba6427ddc7daab89ea15db465e14b
[05:10:22.945] |D| [shader::create_parameters]: [DEFAULT  + 0] sa0 = (half4) _WorldSpaceLightPos0
[05:10:22.945] |D| [shader::create_parameters]: [DEFAULT  + 2] sa2 = (half4) _LightColor0
[05:10:22.946] |D| [shader::create_parameters]: [DEFAULT  + 4] sa4 = (half4) _Color
[05:10:22.946] |D| [shader::create_fragment_inputs]: Iterator: pa0 = (half4) v_TexCoord1
[05:10:22.947] |D| [shader::create_fragment_inputs]: Iterator: pa4 = (half4) v_TexCoord2
[05:10:22.976] |I| [renderer::vulkan::PipelineCache::retrieve_shader]: Generating vulkan spv shader 65271dadd7c42b7d7e635cfd936b1f7858379a3c8abc65a4c8f3826e3b771737
[05:10:22.977] |I| [renderer::load_shader_generic]: Generating vert.spv.txt shader 65271dadd7c42b7d7e635cfd936b1f7858379a3c8abc65a4c8f3826e3b771737
[05:10:22.979] |D| [shader::create_parameters]: [BUFFER0  + 0] pa0 = (float4) v_vertex
[05:10:22.979] |D| [shader::create_parameters]: [BUFFER0  + 4] pa4 = (float4) v_normal
[05:10:22.979] |D| [shader::create_parameters]: [DEFAULT  + 48] sa48 = (float3) _WorldSpaceCameraPos
[05:10:22.980] |D| [shader::create_parameters]: [DEFAULT  + 52] sa52 = (float4) unity_SHAr
[05:10:22.980] |D| [shader::create_parameters]: [DEFAULT  + 56] sa56 = (float4) unity_SHAg
[05:10:22.981] |D| [shader::create_parameters]: [DEFAULT  + 60] sa60 = (float4) unity_SHAb
[05:10:22.982] |D| [shader::create_parameters]: [DEFAULT  + 64] sa64 = (float4) unity_SHBr
[05:10:22.982] |D| [shader::create_parameters]: [DEFAULT  + 68] sa68 = (float4) unity_SHBg
[05:10:22.983] |D| [shader::create_parameters]: [DEFAULT  + 72] sa72 = (float4) unity_SHBb
[05:10:22.983] |D| [shader::create_parameters]: [DEFAULT  + 76] sa76 = (float4) unity_SHC
[05:10:22.984] |D| [shader::create_parameters]: [DEFAULT  + 0] sa0 = (float4) glstate_matrix_mvp[4]
[05:10:22.985] |D| [shader::create_parameters]: [DEFAULT  + 16] sa16 = (float4) _Object2World[4]
[05:10:22.985] |D| [shader::create_parameters]: [DEFAULT  + 32] sa32 = (float4) _World2Object[4]
[05:10:22.986] |D| [shader::create_parameters]: [DEFAULT  + 80] sa80 = (float4) unity_Scale
[05:10:23.032] |I| [renderer::vulkan::PipelineCache::retrieve_shader]: Generating vulkan spv shader af454dd9001c6dd1e650637ec210b061be9966c8f9e054b27b5e20b7cb461627
[05:10:23.033] |I| [renderer::load_shader_generic]: Generating frag.spv.txt shader af454dd9001c6dd1e650637ec210b061be9966c8f9e054b27b5e20b7cb461627
[05:10:23.037] |D| [shader::create_parameters]: [DEFAULT  + 0] sa0 = (half4) _WorldSpaceLightPos0
[05:10:23.037] |D| [shader::create_parameters]: [DEFAULT  + 2] sa2 = (half4) _LightColor0
[05:10:23.038] |D| [shader::create_parameters]: [DEFAULT  + 4] sa4 = (half4) _SpecColor
[05:10:23.038] |D| [shader::create_parameters]: [DEFAULT  + 6] sa6 = (half4) _ReflectColor
[05:10:23.039] |D| [shader::create_parameters]: [DEFAULT  + 8] sa8 = (half1) _Shininess
[05:10:23.040] |D| [shader::create_fragment_inputs]: Iterator: pa0 = (half4) v_TexCoord1
[05:10:23.040] |D| [shader::create_fragment_inputs]: Iterator: pa4 = (float4) v_TexCoord3
[05:10:23.093] |I| [renderer::vulkan::PipelineCache::retrieve_shader]: Generating vulkan spv shader 5ea9a7eb44d0e4d5607784d8004691fe36c35d1ce6f00817fd1ebb290e11f78d
[05:10:23.094] |I| [renderer::load_shader_generic]: Generating vert.spv.txt shader 5ea9a7eb44d0e4d5607784d8004691fe36c35d1ce6f00817fd1ebb290e11f78d
[05:10:23.096] |D| [shader::create_parameters]: [BUFFER0  + 0] pa0 = (float4) v_vertex
[05:10:23.096] |D| [shader::create_parameters]: [BUFFER0  + 4] pa4 = (float4) v_texcoord
[05:10:23.097] |D| [shader::create_parameters]: [DEFAULT  + 0] sa0 = (float4) glstate_matrix_mvp[4]
[05:10:23.098] |D| [shader::create_parameters]: [DEFAULT  + 16] sa16 = (float4) _MainTex_ST
[05:10:23.106] |I| [renderer::vulkan::PipelineCache::retrieve_shader]: Generating vulkan spv shader a1566e1d385805125ce0c0e37bb4a4b381343302d2977751e32be6d225e8aa6a
[05:10:23.107] |I| [renderer::load_shader_generic]: Generating frag.spv.txt shader a1566e1d385805125ce0c0e37bb4a4b381343302d2977751e32be6d225e8aa6a
[05:10:23.121] |I| [renderer::vulkan::PipelineCache::retrieve_shader]: Generating vulkan spv shader b27fcd8520adc7993a6a945792da76f982b6cd6ec628b50a74f09ab80467c3cd
[05:10:23.122] |I| [renderer::load_shader_generic]: Generating vert.spv.txt shader b27fcd8520adc7993a6a945792da76f982b6cd6ec628b50a74f09ab80467c3cd
[05:10:23.124] |D| [shader::create_parameters]: [BUFFER0  + 0] pa0 = (float4) v_vertex
[05:10:23.124] |D| [shader::create_parameters]: [BUFFER0  + 4] pa4 = (float4) v_color
[05:10:23.124] |D| [shader::create_parameters]: [BUFFER0  + 8] pa8 = (float4) v_texcoord
[05:10:23.125] |D| [shader::create_parameters]: [DEFAULT  + 0] sa0 = (float4) glstate_matrix_mvp[4]
[05:10:23.126] |D| [shader::create_parameters]: [DEFAULT  + 16] sa16 = (float4) _MainTex_ST
[05:10:23.137] |I| [renderer::vulkan::PipelineCache::retrieve_shader]: Generating vulkan spv shader 6412c53e24a642e3ffc5090b6addb050bf424c4333a3d2126c89f0faa87a22d4
[05:10:23.138] |I| [renderer::load_shader_generic]: Generating frag.spv.txt shader 6412c53e24a642e3ffc5090b6addb050bf424c4333a3d2126c89f0faa87a22d4
[05:10:23.140] |D| [shader::create_fragment_inputs]: Iterator: pa0 = (half4) v_Color0
[05:10:23.162] |I| [renderer::vulkan::PipelineCache::retrieve_shader]: Generating vulkan spv shader 37cc55330157863de5daf886f99557bb0b1328e02abf9a0da6e5b4c674c5a99b
[05:10:23.163] |I| [renderer::load_shader_generic]: Generating vert.spv.txt shader 37cc55330157863de5daf886f99557bb0b1328e02abf9a0da6e5b4c674c5a99b
[05:10:23.165] |D| [shader::create_parameters]: [BUFFER0  + 0] pa0 = (float4) v_vertex
[05:10:23.165] |D| [shader::create_parameters]: [BUFFER0  + 4] pa4 = (float4) v_normal
[05:10:23.166] |D| [shader::create_parameters]: [BUFFER0  + 8] pa8 = (float4) v_texcoord
[05:10:23.166] |D| [shader::create_parameters]: [DEFAULT  + 32] sa32 = (float4) unity_SHAr
[05:10:23.167] |D| [shader::create_parameters]: [DEFAULT  + 36] sa36 = (float4) unity_SHAg
[05:10:23.167] |D| [shader::create_parameters]: [DEFAULT  + 40] sa40 = (float4) unity_SHAb
[05:10:23.168] |D| [shader::create_parameters]: [DEFAULT  + 44] sa44 = (float4) unity_SHBr
[05:10:23.169] |D| [shader::create_parameters]: [DEFAULT  + 48] sa48 = (float4) unity_SHBg
[05:10:23.169] |D| [shader::create_parameters]: [DEFAULT  + 52] sa52 = (float4) unity_SHBb
[05:10:23.170] |D| [shader::create_parameters]: [DEFAULT  + 56] sa56 = (float4) unity_SHC
[05:10:23.170] |D| [shader::create_parameters]: [DEFAULT  + 0] sa0 = (float4) glstate_matrix_mvp[4]
[05:10:23.171] |D| [shader::create_parameters]: [DEFAULT  + 16] sa16 = (float4) _Object2World[4]
[05:10:23.172] |D| [shader::create_parameters]: [DEFAULT  + 60] sa60 = (float4) unity_Scale
[05:10:23.172] |D| [shader::create_parameters]: [DEFAULT  + 64] sa64 = (float4) _MainTex_ST
[05:10:23.173] |D| [shader::create_parameters]: [DEFAULT  + 68] sa68 = (float4) _AlphaMap_ST
[05:10:23.204] |I| [renderer::vulkan::PipelineCache::retrieve_shader]: Generating vulkan spv shader 1b83c3b8232e175c0cba4a5f54b9aa83a0b54605b20afa30e8779a1c494159b3
[05:10:23.205] |I| [renderer::load_shader_generic]: Generating frag.spv.txt shader 1b83c3b8232e175c0cba4a5f54b9aa83a0b54605b20afa30e8779a1c494159b3
[05:10:23.210] |D| [shader::create_parameters]: [DEFAULT  + 0] sa0 = (float4) _Color
[05:10:23.210] |D| [shader::create_fragment_inputs]: Iterator: pa0 = (float4) v_TexCoord0
[05:10:23.211] |D| [shader::create_fragment_inputs]: Iterator: pa8 = (half4) v_TexCoord2
[05:10:23.332] |I| [renderer::vulkan::PipelineCache::retrieve_shader]: Generating vulkan spv shader 6121a90fa43a82c4246da17cb99869e865a80297e5d7013cfeacb617196cfa1c
[05:10:23.333] |I| [renderer::load_shader_generic]: Generating vert.spv.txt shader 6121a90fa43a82c4246da17cb99869e865a80297e5d7013cfeacb617196cfa1c
[05:10:23.335] |D| [shader::create_parameters]: [BUFFER0  + 0] pa0 = (float4) v_vertex
[05:10:23.335] |D| [shader::create_parameters]: [BUFFER0  + 4] pa4 = (float4) v_texcoord
[05:10:23.336] |D| [shader::create_parameters]: [BUFFER0  + 8] pa8 = (float4) v_normal
[05:10:23.336] |D| [shader::create_parameters]: [DEFAULT  + 0] sa0 = (float4) glstate_matrix_mvp[4]
[05:10:23.337] |D| [shader::create_parameters]: [DEFAULT  + 16] sa16 = (float4) glstate_matrix_modelview0[4]
[05:10:23.338] |D| [shader::create_parameters]: [DEFAULT  + 32] sa32 = (float4) _MainTex_ST
[05:10:23.350] |I| [renderer::vulkan::PipelineCache::retrieve_shader]: Generating vulkan spv shader 96e2f4a05e0a58e6b23f6465770c4e0fd78934ae84c606a09afb98391a1101a5
[05:10:23.351] |I| [renderer::load_shader_generic]: Generating frag.spv.txt shader 96e2f4a05e0a58e6b23f6465770c4e0fd78934ae84c606a09afb98391a1101a5
[05:10:23.353] |D| [shader::create_parameters]: [DEFAULT  + 0] sa0 = (float4) _Color
[05:10:23.435] |I| [renderer::vulkan::PipelineCache::retrieve_shader]: Generating vulkan spv shader 23cfc6ee8a95a5c5273e259690f0fc19ebe07a28985044b9d280eae821d135b4
[05:10:23.436] |I| [renderer::load_shader_generic]: Generating vert.spv.txt shader 23cfc6ee8a95a5c5273e259690f0fc19ebe07a28985044b9d280eae821d135b4
[05:10:23.438] |D| [shader::create_parameters]: [BUFFER0  + 0] pa0 = (float4) v_vertex
[05:10:23.438] |D| [shader::create_parameters]: [BUFFER0  + 4] pa4 = (float4) v_normal
[05:10:23.439] |D| [shader::create_parameters]: [DEFAULT  + 0] sa0 = (float4) glstate_matrix_mvp[4]
[05:10:23.439] |D| [shader::create_parameters]: [DEFAULT  + 16] sa16 = (float4) glstate_matrix_invtrans_modelview0[4]
[05:10:23.440] |D| [shader::create_parameters]: [DEFAULT  + 32] sa32 = (float4) glstate_matrix_projection[4]
[05:10:23.441] |D| [shader::create_parameters]: [DEFAULT  + 48] sa48 = (float1) _Outline
[05:10:23.442] |D| [shader::create_parameters]: [DEFAULT  + 50] sa50 = (float4) _OutlineColor
[05:10:23.455] |I| [renderer::vulkan::PipelineCache::retrieve_shader]: Generating vulkan spv shader a776f984ffe8c23a19798cd4a6844b2b05582316ef34effafbc950b46429b4fa
[05:10:23.456] |I| [renderer::load_shader_generic]: Generating frag.spv.txt shader a776f984ffe8c23a19798cd4a6844b2b05582316ef34effafbc950b46429b4fa
[05:10:23.458] |D| [shader::create_fragment_inputs]: Iterator: pa0 = (float4) v_Color0
[05:10:23.645] |I| [renderer::vulkan::PipelineCache::retrieve_shader]: Generating vulkan spv shader 70d348cbf67d55a3e878a05fff91e2694f6677a10b1f444121a7b9c6afe772f4
[05:10:23.646] |I| [renderer::load_shader_generic]: Generating vert.spv.txt shader 70d348cbf67d55a3e878a05fff91e2694f6677a10b1f444121a7b9c6afe772f4
[05:10:23.648] |D| [shader::create_parameters]: [BUFFER0  + 0] pa0 = (float4) v_vertex
[05:10:23.648] |D| [shader::create_parameters]: [BUFFER0  + 4] pa4 = (float4) v_texcoord
[05:10:23.648] |D| [shader::create_parameters]: [DEFAULT  + 0] sa0 = (float4) glstate_matrix_mvp[4]
[05:10:23.649] |D| [shader::create_parameters]: [DEFAULT  + 16] sa16 = (float4) glstate_matrix_texture0[4]
[05:10:23.659] |I| [renderer::vulkan::PipelineCache::retrieve_shader]: Generating vulkan spv shader b7f6e9e2908d1a569a2fa0b91b5eb14de8aaee8bba9bcd8cdb4c7d66be53519b
[05:10:23.660] |I| [renderer::load_shader_generic]: Generating frag.spv.txt shader b7f6e9e2908d1a569a2fa0b91b5eb14de8aaee8bba9bcd8cdb4c7d66be53519b
[05:10:23.678] |I| [renderer::vulkan::PipelineCache::retrieve_shader]: Generating vulkan spv shader 3a6cafdd147a0a8e03953ca5f907604b47ec6b4483fe904dd948fd4affdd6d3d
[05:10:23.679] |I| [renderer::load_shader_generic]: Generating vert.spv.txt shader 3a6cafdd147a0a8e03953ca5f907604b47ec6b4483fe904dd948fd4affdd6d3d
[05:10:23.683] |D| [shader::create_parameters]: [BUFFER0  + 0] pa0 = (float4) v_vertex
[05:10:23.683] |D| [shader::create_parameters]: [BUFFER0  + 4] pa4 = (float4) v_texcoord
[05:10:23.683] |D| [shader::create_parameters]: [DEFAULT  + 0] sa0 = (float4) glstate_matrix_mvp[4]
[05:10:23.684] |D| [shader::create_parameters]: [DEFAULT  + 16] sa16 = (float4) glstate_matrix_texture0[4]
[05:10:23.695] |I| [renderer::vulkan::PipelineCache::retrieve_shader]: Generating vulkan spv shader 352be2843e66eaa33bb0e1e4a85f67e11fad580f5a9b0b5e1702bce3b4b480ad
[05:10:23.696] |I| [renderer::load_shader_generic]: Generating frag.spv.txt shader 352be2843e66eaa33bb0e1e4a85f67e11fad580f5a9b0b5e1702bce3b4b480ad
[05:10:23.698] |D| [shader::create_parameters]: [DEFAULT  + 0] sa0 = (float4) _Color
[05:10:41.887] |I| [renderer::vulkan::PipelineCache::retrieve_shader]: Generating vulkan spv shader 1cb2e5d111eba88aa3681f67f30eafe11cfad07d6e4ca877419a0b0f66b5d9fd
[05:10:41.888] |I| [renderer::load_shader_generic]: Generating vert.spv.txt shader 1cb2e5d111eba88aa3681f67f30eafe11cfad07d6e4ca877419a0b0f66b5d9fd
[05:10:41.890] |D| [shader::create_parameters]: [BUFFER0  + 0] pa0 = (float4) v_vertex
[05:10:41.890] |D| [shader::create_parameters]: [BUFFER0  + 4] pa4 = (float4) v_color
[05:10:41.891] |D| [shader::create_parameters]: [BUFFER0  + 8] pa8 = (float4) v_texcoord
[05:10:41.891] |D| [shader::create_parameters]: [DEFAULT  + 0] sa0 = (float4) glstate_matrix_mvp[4]
[05:10:41.892] |D| [shader::create_parameters]: [DEFAULT  + 16] sa16 = (float4) _MainTex_ST
[05:10:41.901] |I| [renderer::vulkan::PipelineCache::retrieve_shader]: Generating vulkan spv shader 640aa092948bb0892c6e389d5b30e555627584279730c23ba5338c40ef535402
[05:10:41.901] |I| [renderer::load_shader_generic]: Generating frag.spv.txt shader 640aa092948bb0892c6e389d5b30e555627584279730c23ba5338c40ef535402
[05:10:41.903] |D| [shader::create_fragment_inputs]: Iterator: pa0 = (half4) v_Color0
[05:11:02.625] |C| [logging::exception_handler]: Exception 0xE06D7363 C++ EH exception. vk::Queue::presentKHR: ErrorOutOfDateKHR
[05:11:04.142] |C| [logging::exception_handler]: Exception 0xE06D7363 C++ EH exception. vk::Queue::presentKHR: ErrorOutOfDateKHR
[05:11:09.290] |C| [logging::exception_handler]: Exception 0xE06D7363 C++ EH exception. vk::Queue::presentKHR: ErrorOutOfDateKHR
[05:11:11.008] |I| [renderer::vulkan::PipelineCache::save_pipeline_cache]: Saving pipeline cache...
[05:11:11.009] |I| [renderer::vulkan::PipelineCache::save_pipeline_cache]: Pipeline cache saved
[05:11:47.352] |I| [renderer::vulkan::PipelineCache::retrieve_shader]: Generating vulkan spv shader cfdf8493124ce1d7eeabd448cbd569f223df83fa9435abf2cdff61f59f5aba26
[05:11:47.353] |I| [renderer::load_shader_generic]: Generating vert.spv.txt shader cfdf8493124ce1d7eeabd448cbd569f223df83fa9435abf2cdff61f59f5aba26
[05:11:47.355] |D| [shader::create_parameters]: [BUFFER0  + 0] pa0 = (float4) v_vertex
[05:11:47.355] |D| [shader::create_parameters]: [BUFFER0  + 4] pa4 = (float4) v_texcoord
[05:11:47.355] |D| [shader::create_parameters]: [DEFAULT  + 0] sa0 = (float4) glstate_matrix_mvp[4]
[05:11:47.356] |D| [shader::create_parameters]: [DEFAULT  + 16] sa16 = (float4) glstate_matrix_texture0[4]
[05:11:47.366] |I| [renderer::vulkan::PipelineCache::retrieve_shader]: Generating vulkan spv shader 4e76ae91e73241f2e3c2f0226fd3b55fa7ed2ce54a99afbabdd7b5bbea96a653
[05:11:47.367] |I| [renderer::load_shader_generic]: Generating frag.spv.txt shader 4e76ae91e73241f2e3c2f0226fd3b55fa7ed2ce54a99afbabdd7b5bbea96a653
[05:11:47.370] |D| [shader::create_parameters]: [DEFAULT  + 0] sa0 = (float4) _Color
